64,2,0.0000000000,0.0000000000,1.0000000000,
65,0,0.9664916957,0.0335083043,0.0000000000,
65,1,0.0000000000,0.9700000000,0.0300000000,
65,2,0.0000000000,0.0000000000,1.0000000000,
66,0,0.9668189163,0.0331810837,0.0000000000,
66,1,0.0000000000,0.9700000000,0.0300000000,
66,2,0.0000000000,0.0000000000,1.0000000000,
67,0,0.9671645810,0.0328354190,0.0000000000,
67,1,0.0000000000,0.9700000000,0.0300000000,
67,2,0.0000000000,0.0000000000,1.0000000000,
68,0,0.9675271345,0.0324728655,0.0000000000,
68,1,0.0000000000,0.9700000000,0.0300000000,
68,2,0.0000000000,0.0000000000,1.0000000000,
69,0,0.9679050690,0.0320949310,0.0000000000,
69,1,0.0000000000,0.9700000000,0.0300000000,
69,2,0.0000000000,0.0000000000,1.0000000000,
70,0,0.9682969282,0.0317030718,0.0000000000,
70,1,0.0000000000,0.9700000000,0.0300000000,
70,2,0.0000000000,0.0000000000,1.0000000000,
71,0,0.9687013105,0.0312986895,0.0000000000,
71,1,0.0000000000,0.9700000000,0.0300000000,
71,2,0.0000000000,0.0000000000,1.0000000000,
72,0,0.9691168717,0.0308831283,0.0000000000,
72,1,0.0000000000,0.9700000000,0.0300000000,
72,2,0.0000000000,0.0000000000,1.0000000000,
73,0,0.9695423265,0.0304576735,0.0000000000,
73,1,0.0000000000,0.9700000000,0.0300000000,
73,2,0.0000000000,0.0000000000,1.0000000000,
74,0,0.9699764496,0.0300235504,0.0000000000,
74,1,0.0000000000,0.9700000000,0.0300000000,
74,2,0.0000000000,0.0000000000,1.0000000000,
75,0,0.9704180762,0.0295819238,0.0000000000,
75,1,0.0000000000,0.9700000000,0.0300000000,
75,2,0.0000000000,0.0000000000,1.0000000000,
76,0,0.9708661022,0.0291338978,0.0000000000,
76,1,0.0000000000,0.9700000000,0.0300000000,
76,2,0.0000000000,0.0000000000,1.0000000000,
77,0,0.9713194834,0.0286805166,0.0000000000,
77,1,0.0000000000,0.9700000000,0.0300000000,
77,2,0.0000000000,0.0000000000,1.0000000000,
78,0,0.9717772347,0.0282227653,0.0000000000,
78,1,0.0000000000,0.9700000000,0.0300000000,
78,2,0.0000000000,0.0000000000,1.0000000000,
79,0,0.9722384295,0.0277615705,0.0000000000,
79,1,0.0000000000,0.9700000000,0.0300000000,
79,2,0.0000000000,0.0000000000,1.0000000000,
80,0,0.9727021977,0.0272978023,0.0000000000,
80,1,0.0000000000,0.9700000000,0.0300000000,
80,2,0.0000000000,0.0000000000,1.0000000000,
81,0,0.9731677247,0.0268322753,0.0000000000,
81,1,0.0000000000,0.9700000000,0.0300000000,
81,2,0.0000000000,0.0000000000,1.0000000000,
82,0,0.9736342490,0.0263657510,0.0000000000,
82,1,0.0000000000,0.9700000000,0.0300000000,
82,2,0.0000000000,0.0000000000,1.0000000000,
83,0,0.9741010610,0.0258989390,0.0000000000,
83,1,0.0000000000,0.9700000000,0.0300000000,
83,2,0.0000000000,0.0000000000,1.0000000000,
84,0,0.9745675006,0.0254324994,0.0000000000,
84,1,0.0000000000,0.9700000000,0.0300000000,
84,2,0.0000000000,0.0000000000,1.0000000000,
85,0,0.9750329556,0.0249670444,0.0000000000,
85,1,0.0000000000,0.9700000000,0.0300000000,
85,2,0.0000000000,0.0000000000,1.0000000000,
86,0,0.9754968589,0.0245031411,0.0000000000,
86,1,0.0000000000,0.9700000000,0.0300000000,
86,2,0.0000000000,0.0000000000,1.0000000000,
87,0,0.9759586874,0.0240413126,0.0000000000,
87,1,0.0000000000,0.9700000000,0.0300000000,
87,2,0.0000000000,0.0000000000,1.0000000000,
88,0,0.9764179591,0.0235820409,0.0000000000,
88,1,0.0000000000,0.9700000000,0.0300000000,
88,2,0.0000000000,0.0000000000,1.0000000000,
89,0,0.9768742315,0.0231257685,0.0000000000,
89,1,0.0000000000,0.9700000000,0.0300000000,
89,2,0.0000000000,0.0000000000,1.0000000000,
90,0,0.9773270993,0.0226729007,0.0000000000,
90,1,0.0000000000,0.9700000000,0.0300000000,
90,2,0.0000000000,0.0000000000,1.0000000000,
91,0,0.9777761927,0.0222238073,0.0000000000,
91,1,0.0000000000,0.9700000000,0.0300000000,
91,2,0.0000000000,0.0000000000,1.0000000000,
92,0,0.9782211751,0.0217788249,0.0000000000,
92,1,0.0000000000,0.9700000000,0.0300000000,
92,2,0.0000000000,0.0000000000,1.0000000000,
93,0,0.9786617415,0.0213382585,0.0000000000,
93,1,0.0000000000,0.9700000000,0.0300000000,
93,2,0.0000000000,0.0000000000,1.0000000000,
94,0,0.9790976167,0.0209023833,0.0000000000,
94,1,0.0000000000,0.9700000000,0.0300000000,
94,2,0.0000000000,0.0000000000,1.0000000000,
95,0,0.9795285531,0.0204714469,0.0000000000,
95,1,0.0000000000,0.9700000000,0.0300000000,
95,2,0.0000000000,0.0000000000,1.0000000000,
96,0,0.9799543295,0.0200456705,0.0000000000,
96,1,0.0000000000,0.9700000000,0.0300000000,
96,2,0.0000000000,0.0000000000,1.0000000000,
97,0,0.9803747493,0.0196252507,0.0000000000,
97,1,0.0000000000,0.9700000000,0.0300000000,
97,2,0.0000000000,0.0000000000,1.0000000000,
98,0,0.9807896389,0.0192103611,0.0000000000,
98,1,0.0000000000,0.9700000000,0.0300000000,
98,2,0.0000000000,0.0000000000,1.0000000000,
99,0,0.9811988460,0.0188011540,0.0000000000,
99,1,0.0000000000,0.9700000000,0.0300000000,
99,2,0.0000000000,0.0000000000,1.0000000000,
